fullname,type,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
615A,28,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,21,9,0.0,67.58,67.58
615A,29,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,13,7,0.0,76.02,76.02
615A,30,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,13,6,0.0,78.02,78.02
615A,31,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,15,6,0.0,74.02,74.02
615A,32,4,17,14,27,21,41,77.49,180.09,3.18,572.03,31.78,0.06,0,47,21,0.0,53.35,53.35
615A,mean,2.38,5.44,3.47,6.84,7.81,10.31,18.45,35.29,1.45,88.69,4.93,0.01,0.12,21.97,12.03,8.24,71.96,71.96
615A,std,1.24,4.08,3.43,6.65,5.11,10.08,21.24,47.03,0.99,168.47,9.36,0.02,0.7,15.1,6.51,24.31,12.71,12.71
621B,1,4,19,15,30,23,45,88.71,203.56,3.16,642.82,35.71,0.0679,0,18,14,0.0,58.16,58.16
621B,2,4,13,9,18,17,27,56.11,110.36,2.77,305.62,16.98,0.0368,0,16,12,0.0,61.75,61.75
621B,3,5,17,16,32,22,48,81.1,214.05,4.71,1007.31,55.96,0.0714,0,21,15,13.33,76.89,76.89
621B,4,4,19,15,30,23,45,88.71,203.56,3.16,642.82,35.71,0.0679,0,29,13,0.0,59.0,59.0
621B,5,5,18,18,36,23,54,86.67,244.27,5.0,1221.36,67.85,0.0814,0,43,19,0.0,54.58,54.58
621B,6,4,18,15,30,22,45,83.06,200.67,3.33,668.91,37.16,0.0669,0,45,13,7.69,74.93,74.93
621B,7,3,12,10,20,15,30,47.77,117.21,2.5,293.02,16.28,0.0391,0,16,9,100.0,90.07,90.07
621B,8,2,7,8,16,9,24,21.65,76.08,2.29,173.89,9.66,0.0254,0,35,17,0.0,59.18,59.18
621B,9,2,7,8,16,9,24,21.65,76.08,2.29,173.89,9.66,0.0254,0,37,17,5.88,73.26,73.26
621B,10,6,16,17,34,22,51,79.51,227.43,6.38,1449.87,80.55,0.0758,0,31,16,0.0,56.29,56.29
621B,11,3,14,10,20,17,30,58.06,122.62,2.14,262.77,14.6,0.0409,0,45,17,5.88,72.08,72.08
621B,12,5,24,20,39,29,59,121.65,286.62,4.06,1164.4,64.69,0.0955,0,69,27,3.7,61.98,61.98
621B,13,7,26,28,56,33,84,141.86,423.73,7.54,3194.27,177.46,0.1412,0,63,28,0.0,48.96,48.96
621B,14,4,13,9,18,17,27,56.11,110.36,2.77,305.62,16.98,0.0368,0,33,18,0.0,57.64,57.64
621B,15,3,12,10,20,15,30,47.77,117.21,2.5,293.02,16.28,0.0391,0,15,8,0.0,65.54,65.54
621B,mean,4.07,15.67,13.87,27.67,19.73,41.53,72.03,182.25,3.64,786.64,43.7,0.06,0,34.4,16.2,9.1,64.69,64.69
621B,std,1.34,5.2,5.38,10.68,6.36,16.06,31.96,90.28,1.56,759.28,42.18,0.03,0.0,16.05,5.37,24.6,10.39,10.39
622C,1,6,12,11,21,18,32,58.53,133.44,5.25,700.55,38.92,0.0445,0,14,13,0.0,59.88,59.88
622C,2,6,15,15,29,21,44,74.11,193.26,5.8,1120.92,62.27,0.0644,0,41,21,0.0,54.21,54.21
622C,3,6,15,15,29,21,44,74.11,193.26,5.8,1120.92,62.27,0.0644,0,33,20,0.0,54.67,54.67
622C,4,6,15,15,29,21,44,74.11,193.26,5.8,1120.92,62.27,0.0644,0,17,20,0.0,54.67,54.67
622C,5,5,11,13,24,16,37,49.66,148.0,5.45,807.27,44.85,0.0493,1,47,26,0.0,53.0,53.0
622C,mean,5.8,13.6,13.8,26.4,19.4,40.2,66.1,172.24,5.62,974.12,54.12,0.06,0.2,30.4,20,0.0,55.29,55.29
622C,std,0.4,1.74,1.6,3.32,2.06,4.92,10.2,26.15,0.23,182.94,10.16,0.01,0.4,12.99,4.15,0.0,2.38,2.38
625D,1,13,47,48,95,60,143,309.17,844.69,13.14,11097.73,616.54,0.2816,18,66,53,1.89,47.15,47.15
625D,mean,13,47,48,95,60,143,309.17,844.69,13.14,11097.73,616.54,0.28,18,66,53,1.89,47.15,47.15
625D,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626A,1,4,19,16,32,23,48,88.71,217.13,3.37,731.39,40.63,0.0724,0,55,22,23.81,77.92,77.92
626A,2,3,19,11,22,22,33,85.47,147.16,1.74,255.6,14.2,0.0491,0,15,10,0.0,62.33,62.33
626A,3,5,17,14,29,22,43,81.1,191.76,4.26,817.78,45.43,0.0639,9,26,24,0.0,52.43,52.43
626A,4,4,13,8,15,17,23,56.11,94.01,2.31,216.95,12.05,0.0313,0,12,15,0.0,59.86,59.86
626A,5,3,11,6,12,14,18,42.81,68.53,1.64,112.14,6.23,0.0228,6,22,19,5.56,72.3,72.3
626A,6,4,7,6,10,11,16,27.65,55.35,2.86,158.15,8.79,0.0185,0,10,11,0.0,64.27,64.27
626A,7,4,7,6,10,11,16,27.65,55.35,2.86,158.15,8.79,0.0185,0,10,11,0.0,64.27,64.27
626A,8,4,16,14,28,20,42,72.0,181.52,3.5,635.32,35.3,0.0605,0,15,20,0.0,54.73,54.73
626A,9,5,10,8,14,15,22,44.83,85.95,3.5,300.83,16.71,0.0287,0,12,13,0.0,61.35,61.35
626A,10,3,15,13,25,18,38,63.36,158.46,2.5,396.14,22.01,0.0528,0,25,18,0.0,56.0,56.0
626A,11,3,13,13,26,16,39,52.86,156.0,3.0,468.0,26.0,0.052,0,26,19,5.26,68.92,68.92
626A,12,4,17,15,30,21,45,77.49,197.65,3.53,697.6,38.76,0.0659,0,30,24,4.17,64.61,64.61
626A,13,4,17,15,30,21,45,77.49,197.65,3.53,697.6,38.76,0.0659,0,30,24,4.17,64.61,64.61
626A,14,4,17,15,30,21,45,77.49,197.65,3.53,697.6,38.76,0.0659,0,30,24,4.17,64.61,64.61
626A,15,4,16,14,28,20,42,72.0,181.52,3.5,635.32,35.3,0.0605,0,24,18,5.56,69.31,69.31
626A,16,4,16,11,21,20,32,72.0,138.3,2.62,363.04,20.17,0.0461,0,20,20,0.0,55.55,55.55
626A,17,4,12,13,26,16,39,51.02,156.0,4.33,676.0,37.56,0.052,0,20,20,0.0,55.05,55.05
626A,18,4,12,7,14,16,21,51.02,84.0,2.33,196.0,10.89,0.028,0,13,11,44.44,91.85,91.85
626A,19,3,11,12,23,14,35,42.81,133.26,3.14,417.94,23.22,0.0444,0,37,20,0.0,55.67,55.67
626A,mean,3.84,13.95,11.42,22.37,17.79,33.79,61.26,141.96,3.06,454.29,25.24,0.05,0.79,22.74,18.05,5.11,63.98,63.98
626A,std,0.59,3.56,3.39,7.32,3.61,10.7,18.34,51.57,0.72,228.61,12.7,0.02,2.35,10.8,4.72,10.73,9.24,9.24
629B,1,4,13,8,15,17,23,56.11,94.01,2.31,216.95,12.05,0.0313,6,25,22,0.0,55.96,55.96
629B,2,4,17,11,22,21,33,77.49,144.95,2.59,375.16,20.84,0.0483,0,21,20,0.0,55.95,55.95
629B,3,3,9,6,12,12,18,33.28,64.53,2.0,129.06,7.17,0.0215,0,29,15,0.0,60.6,60.6
629B,4,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,25,13,0.0,63.69,63.69
629B,5,8,21,14,28,29,42,116.24,204.04,5.33,1088.19,60.45,0.068,0,19,26,0.0,51.21,51.21
