problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
5E,14,8.0,42.0,70.0,259.0,50.0,329.0,250.48,1856.83,24.67,45801.77,2544.54,0.6189,13.0,31.0,28.0,0.0,42.83,42.83
5E,15,8.0,43.0,67.0,262.0,51.0,329.0,257.33,1866.23,24.37,45483.88,2526.88,0.6221,13.0,32.0,29.0,0.0,42.51,42.51
5E,16,8.0,41.0,46.0,175.0,49.0,221.0,243.66,1240.85,17.07,21185.26,1176.96,0.4136,9.0,31.0,25.0,0.0,44.59,44.59
5E,17,7.0,39.0,50.0,171.0,46.0,221.0,225.78,1220.71,15.35,18733.16,1040.73,0.4069,7.0,31.0,25.0,0.0,44.91,44.91
5E,18,8.0,43.0,67.0,262.0,51.0,329.0,257.33,1866.23,24.37,45483.88,2526.88,0.6221,13.0,32.0,29.0,0.0,42.51,42.51
5E,19,9.0,60.0,93.0,363.0,69.0,456.0,382.94,2785.49,27.22,75834.89,4213.05,0.9285,18.0,54.0,44.0,0.0,35.67,35.67
5E,20,8.0,45.0,70.0,269.0,53.0,339.0,271.13,1941.77,23.91,46429.76,2579.43,0.6473,13.0,42.0,37.0,0.0,39.82,39.82
5E,21,8.0,51.0,63.0,293.0,59.0,356.0,313.29,2094.22,22.98,48126.02,2673.67,0.6981,12.0,43.0,37.0,0.0,39.5,39.5
5E,22,8.0,43.0,70.0,262.0,51.0,332.0,257.33,1883.25,24.37,45898.63,2549.92,0.6277,13.0,32.0,29.0,0.0,42.49,42.49
5E,23,8.0,39.0,41.0,165.0,47.0,206.0,230.13,1144.25,16.92,19364.15,1075.79,0.3814,7.0,29.0,23.0,0.0,45.74,45.74
5E,24,8.0,44.0,70.0,263.0,52.0,333.0,264.21,1898.25,23.91,45385.35,2521.41,0.6327,13.0,32.0,29.0,0.0,42.46,42.46
5E,25,8.0,43.0,66.0,245.0,51.0,311.0,257.33,1764.12,22.79,40205.62,2233.65,0.588,11.0,39.0,34.0,0.0,41.08,41.08
5E,26,8.0,44.0,70.0,265.0,52.0,335.0,264.21,1909.65,24.09,46005.14,2555.84,0.6365,13.0,41.0,38.0,0.0,40.1,40.1
5E,27,8.0,43.0,66.0,240.0,51.0,306.0,257.33,1735.76,22.33,38751.9,2152.88,0.5786,11.0,34.0,31.0,0.0,42.43,42.43
5E,28,8.0,43.0,66.0,240.0,51.0,306.0,257.33,1735.76,22.33,38751.9,2152.88,0.5786,11.0,37.0,34.0,0.0,41.63,41.63
5E,29,8.0,54.0,67.0,337.0,62.0,404.0,334.76,2405.5,24.96,60048.29,3336.02,0.8018,14.0,38.0,32.0,0.0,39.98,39.98
5E,30,8.0,52.0,79.0,310.0,60.0,389.0,320.42,2297.78,23.85,54793.23,3044.07,0.7659,14.0,48.0,38.0,0.0,37.91,37.91
5E,31,9.0,47.0,72.0,274.0,56.0,346.0,289.6,2009.34,26.23,52713.24,2928.51,0.6698,13.0,42.0,39.0,0.0,39.71,39.71
5E,32,8.0,43.0,67.0,262.0,51.0,329.0,257.33,1866.23,24.37,45483.88,2526.88,0.6221,13.0,32.0,29.0,0.0,42.51,42.51
68B,1,8.0,49.0,58.0,185.0,57.0,243.0,299.12,1417.39,15.1,21405.52,1189.2,0.4725,8.0,32.0,28.0,0.0,44.02,44.02
68B,2,8.0,56.0,64.0,216.0,64.0,280.0,349.21,1680.0,15.43,25920.0,1440.0,0.56,8.0,41.0,36.0,0.0,41.16,41.16
68B,3,8.0,54.0,59.0,204.0,62.0,263.0,334.76,1565.95,15.11,23663.3,1314.63,0.522,8.0,38.0,34.0,0.0,42.09,42.09
68B,4,8.0,55.0,61.0,210.0,63.0,271.0,341.97,1619.84,15.27,24739.42,1374.41,0.5399,8.0,40.0,36.0,0.0,41.5,41.5
68B,5,8.0,54.0,66.0,225.0,62.0,291.0,334.76,1732.67,16.67,28877.85,1604.33,0.5776,8.0,41.0,36.0,0.0,41.07,41.07
68B,6,7.0,42.0,39.0,125.0,49.0,164.0,246.13,920.81,10.42,9591.8,532.88,0.3069,4.0,22.0,18.0,0.0,49.42,49.42
68B,7,8.0,51.0,60.0,192.0,59.0,252.0,313.29,1482.43,15.06,22323.59,1240.2,0.4941,8.0,39.0,34.0,0.0,42.01,42.01
68B,8,8.0,51.0,59.0,190.0,59.0,249.0,313.29,1464.78,14.9,21828.07,1212.67,0.4883,8.0,38.0,33.0,0.0,42.3,42.3
68B,9,8.0,50.0,59.0,195.0,58.0,254.0,306.19,1487.93,15.6,23211.66,1289.54,0.496,8.0,38.0,34.0,0.0,42.25,42.25
68B,10,8.0,52.0,64.0,221.0,60.0,285.0,320.42,1683.46,17.0,28618.88,1589.94,0.5612,9.0,40.0,36.0,0.0,41.25,41.25
68B,11,8.0,48.0,57.0,190.0,56.0,247.0,292.08,1434.42,15.83,22711.6,1261.76,0.4781,8.0,37.0,33.0,0.0,42.61,42.61
68B,12,8.0,48.0,57.0,190.0,56.0,247.0,292.08,1434.42,15.83,22711.6,1261.76,0.4781,8.0,37.0,33.0,0.0,42.61,42.61
68B,13,8.0,51.0,60.0,193.0,59.0,253.0,313.29,1488.31,15.14,22528.91,1251.61,0.4961,8.0,38.0,33.0,0.0,42.25,42.25
68B,14,8.0,52.0,61.0,209.0,60.0,270.0,320.42,1594.86,16.08,25640.45,1424.47,0.5316,8.0,38.0,34.0,0.0,42.04,42.04
68B,15,8.0,53.0,63.0,221.0,61.0,284.0,327.58,1684.33,16.68,28093.34,1560.74,0.5614,9.0,41.0,37.0,0.0,41.02,41.02
68B,16,8.0,49.0,59.0,187.0,57.0,246.0,299.12,1434.89,15.27,21904.05,1216.89,0.4783,8.0,33.0,29.0,0.0,43.7,43.7
