problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
590B,pass@24,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.19,50.19
590B,pass@25,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,29.0,29.0,0.0,50.37,50.51
590B,pass@30,5.0,27.0,15.0,30.0,32.0,45.0,139.99,225.0,2.78,625.0,34.72,0.075,3.0,24.0,24.0,0.0,53.02,53.02
590B,pass@31,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.05,50.19
590B,pass@27,5.0,27.0,15.0,30.0,32.0,45.0,139.99,225.0,2.78,625.0,34.72,0.075,3.0,28.0,28.0,0.0,51.56,51.56
590B,pass@32,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.19,50.19
595B,pass@1,8.0,35.0,33.0,66.0,43.0,99.0,203.52,537.2,7.54,4052.02,225.11,0.1791,0.0,33.0,33.0,0.0,46.68,47.76
595B,pass@5,10.0,69.0,76.0,152.0,79.0,228.0,454.71,1437.26,11.01,15830.71,879.48,0.4791,0.0,43.0,43.0,0.0,41.05,42.26
595B,pass@4,9.0,39.0,36.0,72.0,48.0,108.0,234.66,603.18,8.31,5011.0,278.39,0.2011,0.0,27.0,27.0,0.0,48.64,49.31
595B,pass@3,10.0,34.0,31.0,62.0,44.0,93.0,206.19,507.73,9.12,4629.28,257.18,0.1692,0.0,29.0,29.0,0.0,48.21,49.15
595B,pass@11,10.0,50.0,54.0,108.0,60.0,162.0,315.41,956.92,10.8,10334.7,574.15,0.319,0.0,52.0,52.0,0.0,40.08,41.7
595B,pass@13,10.0,35.0,32.0,64.0,45.0,96.0,212.74,527.22,9.14,4820.28,267.79,0.1757,9.0,35.0,35.0,0.0,45.91,46.05
595B,pass@9,7.0,31.0,28.0,56.0,38.0,84.0,173.23,440.83,6.32,2787.16,154.84,0.1469,0.0,24.0,24.0,0.0,50.84,51.38
595B,pass@12,10.0,37.0,36.0,73.0,47.0,109.0,225.97,605.45,9.86,5972.68,331.82,0.2018,0.0,31.0,31.0,0.0,46.78,47.99
595B,pass@14,10.0,39.0,37.0,74.0,49.0,111.0,239.35,623.23,9.49,5912.72,328.48,0.2077,5.0,33.0,33.0,0.0,46.37,46.63
595B,pass@10,9.0,36.0,34.0,68.0,45.0,102.0,214.65,560.17,8.5,4761.44,264.52,0.1867,0.0,31.0,31.0,9.68,64.99,65.79
595B,pass@16,9.0,34.0,37.0,74.0,43.0,111.0,201.5,602.32,9.79,5899.15,327.73,0.2008,0.0,32.0,32.0,0.0,46.63,47.7
595B,pass@15,9.0,34.0,30.0,60.0,43.0,90.0,201.5,488.36,7.94,3878.18,215.45,0.1628,0.0,21.0,21.0,0.0,51.66,52.33
595B,pass@18,10.0,38.0,36.0,72.0,48.0,108.0,232.64,603.18,9.47,5714.3,317.46,0.2011,0.0,30.0,30.0,0.0,47.37,48.31
595B,pass@17,9.0,40.0,36.0,72.0,49.0,108.0,241.41,606.39,8.1,4911.75,272.87,0.2021,6.0,31.0,31.0,0.0,47.04,47.18
595B,pass@19,8.0,36.0,35.0,70.0,44.0,105.0,210.12,573.24,7.78,4458.54,247.7,0.1911,0.0,26.0,26.0,0.0,48.88,49.82
595B,pass@23,9.0,41.0,40.0,80.0,50.0,120.0,248.19,677.26,8.78,5946.7,330.37,0.2258,0.0,35.0,35.0,0.0,45.56,46.5
595B,pass@20,9.0,42.0,38.0,76.0,51.0,114.0,255.01,646.66,8.14,5265.63,292.54,0.2156,0.0,30.0,30.0,23.33,71.91,72.72
595B,pass@24,9.0,34.0,32.0,64.0,43.0,96.0,201.5,520.92,8.47,4412.51,245.14,0.1736,0.0,25.0,25.0,0.0,49.54,50.48
595B,pass@22,9.0,37.0,36.0,72.0,46.0,108.0,221.28,596.54,8.76,5223.8,290.21,0.1988,0.0,31.0,31.0,0.0,47.09,48.03
595B,pass@21,9.0,44.0,42.0,84.0,53.0,126.0,268.74,721.72,8.59,6200.21,344.46,0.2406,0.0,37.0,37.0,0.0,44.97,45.78
595B,pass@27,7.0,29.0,23.0,46.0,36.0,69.0,160.53,356.72,5.55,1980.44,110.02,0.1189,0.0,20.0,20.0,45.0,82.11,82.51
595B,pass@28,12.0,41.0,43.0,86.0,53.0,129.0,262.68,738.9,12.59,9299.35,516.63,0.2463,0.0,39.0,39.0,0.0,43.86,45.21
595B,pass@25,10.0,43.0,46.0,92.0,53.0,138.0,266.55,790.45,10.7,8456.01,469.78,0.2635,0.0,42.0,42.0,0.0,42.55,44.3
595B,pass@31,8.0,34.0,32.0,64.0,42.0,96.0,196.97,517.66,7.53,3897.69,216.54,0.1726,0.0,34.0,34.0,0.0,46.78,47.59
595B,pass@29,9.0,39.0,36.0,72.0,48.0,108.0,234.66,603.18,8.31,5011.0,278.39,0.2011,0.0,25.0,25.0,0.0,49.36,50.04
595B,pass@32,10.0,56.0,61.0,122.0,66.0,183.0,358.43,1106.12,10.89,12048.85,669.38,0.3687,0.0,50.0,50.0,0.0,40.15,41.63
595B,pass@30,10.0,35.0,33.0,66.0,45.0,99.0,212.74,543.69,9.43,5126.25,284.79,0.1812,0.0,26.0,26.0,0.0,49.04,49.98
604D,pass@3,8.0,14.0,14.0,28.0,22.0,42.0,77.3,187.3,8.0,1498.37,83.24,0.0624,0.0,18.0,18.0,16.67,77.92,78.59
604D,pass@1,8.0,15.0,13.0,26.0,23.0,39.0,82.6,176.42,6.93,1223.17,67.95,0.0588,0.0,16.0,16.0,18.75,80.32,80.86
604D,pass@4,10.0,26.0,27.0,54.0,36.0,81.0,155.43,418.76,10.38,4348.7,241.59,0.1396,7.0,38.0,38.0,100.0,71.48,71.88
604D,pass@6,8.0,16.0,13.0,26.0,24.0,39.0,88.0,178.81,6.5,1162.29,64.57,0.0596,0.0,15.0,15.0,26.67,83.68,84.22
604D,pass@5,7.0,16.0,13.0,24.0,23.0,37.0,83.65,167.37,5.25,878.7,48.82,0.0558,0.0,18.0,18.0,0.0,56.24,57.05
604D,pass@8,8.0,12.0,11.0,22.0,20.0,33.0,67.02,142.62,7.33,1045.91,58.11,0.0475,0.0,14.0,14.0,21.43,83.32,83.85
604D,pass@13,8.0,14.0,12.0,24.0,22.0,36.0,77.3,160.54,6.86,1100.84,61.16,0.0535,0.0,14.0,14.0,21.43,82.96,83.49
604D,pass@11,8.0,12.0,11.0,22.0,20.0,33.0,67.02,142.62,7.33,1045.91,58.11,0.0475,0.0,14.0,14.0,14.29,80.01,80.54
604D,pass@9,8.0,14.0,13.0,26.0,22.0,39.0,77.3,173.92,7.43,1291.96,71.78,0.058,0.0,14.0,14.0,21.43,82.58,83.25
